relato;area;urgencia
Quero saber sobre antecipação do FGTS. Vi propaganda no app.;emprestimo;baixa
Meu cadastro tá incompleto e não consigo usar serviços. Tá impedindo transferências. Quero resolver logo pra não dar problema.;cadastro;media
O pix não funciona desde faz 10 dias. Já reinstalei o app e continua igual. Seria bom resolver essa semana. Valeu pela ajuda.;pix;media
Boa noite. Compraram R$ 27.703,91 no meu cartão agora e tô recebendo notificações. As notificações não param. Preciso resolver porque tô perdendo dinheiro. Valeu.;cartao;alta
Onde vejo saldo devedor atualizado?. No app só mostra parcela, não o total. É só uma dúvida.;emprestimo;baixa
Troquei de celular e preciso configurar o app. Preciso de orientação.;seguranca;media
Quero saber data de vencimento do título. Afeta meu planejamento financeiro. Não é emergência mas preciso resolver.;investimento;media
Come-cotas do FII veio maior q esperado. Isso afetou meu rendimento.;investimento;media
O pix não funciona desde hoje d manhã. Já reinstalei o app e continua igual.;pix;media
Mandei pro canal errado e pedem de novo. Ninguém analisa.;atendimento;media
Pessoal. Tiraram 78 reais da conta sem autorização. Parece que alguém movimentou minha conta. Meu cartão também foi afetado. Agradeço a atenção.;conta;alta
Boa noite. Bloqueei por precaução e agora não consigo desbloquear. O app dá operação não permitida quando tento desbloquear. Preciso resolver porque tô perdendo dinheiro.;cartao;alta
Como adicionar titular na conta. Tem alguma restrição. Quando tiver um tempinho.;conta;baixa
Pessoal. Quero cadastrar chave aleatória no lugar da atual. Qual tipo de chave é melhor.;pix;baixa
Atendente derrubou ligação na transferência. Ninguém assume responsabilidade.;atendimento;media
Boa noite. Tem pix saindo da minha conta que não autorizei. Preciso trocar credenciais. Não posso ficar sem acesso à minha conta. Aguardo retorno.;pix;alta
PEDIRAM PRA EU VALIDAR IDENTIDADE E NÃO CONSIGO. A CÂMERA TRAVA. QUERO EVITAR QUE PIORE. OBRIGADA.;cadastro;media
E aí. Resgate parcial e saldo restante errado. Descontaram come-cotas fora do período.;investimento;media
Qual a política de privacidade de dados. Quero relatório completo. É só uma dúvida. Espero que resolvam.;cadastro;baixa
Saldo caiu R$ 71,42 sem transação no extrato. Fiz as contas e não bate.;conta;alta
Como registro meu celular novo no app. Como faço a migração.;seguranca;baixa
Mandei reclamação no Banco Central e quero acompanhar. Já faz agora pouco. Se demorar mais vai complicar.;atendimento;media
Olá, bom dia. Preciso ir presencialmente, qual endereço. Qual o horário. Quando tiver um tempinho.;atendimento;baixa
Tá faltando dado no cadastro e bloqueia operações. Preciso usar a conta.;cadastro;media
Simulei empréstimo e quero entender as taxas. Qual o CET total. Tô perguntando pra me organizar.;emprestimo;baixa
E aí. Condições do empréstimo mudaram depois que assinei. Quero rever as condições.;emprestimo;media
Oi gente. Juros do empréstimo são 2.7% ao mês, muito acima do combinado. Quero igualar à taxa de novos clientes. O atendimento não soube explicar.;emprestimo;media
Disseram que taxa seria 1.4% mas vem 3.7%. Quero igualar à taxa de novos clientes.;emprestimo;media
Perdi meu celular com o app logado. Tenho senha mas tô preocupado.;seguranca;alta
Boa noite. Não entendo as taxas do Tesouro IPCA. Veio cobrança de R$ 25.144,82 não prevista. Sem pressa. Att.;investimento;baixa
Conta restrita por pendência no CPF. Na Receita Federal tá tudo regular.;conta;alta
Meu limite de pix noturno tá muito baixo. Preciso fazer transferência urgente de R$86,24. Nada grave.;pix;baixa
E aí pessoal. Tô vendo compras sendo feitas no meu cartão em tempo real. As notificações não param. Tão descontando dinheiro da minha conta sem autorização.;cartao;alta
Faz há 20 dias que tento contato sem sucesso. preciso falar com humano. preciso de retorno.;atendimento;media
Celular foi furtado e precisam bloquear acesso. Tenho senha mas tô preocupado. Preciso que bloqueiem as transações fraudulentas.;seguranca;alta
Alô. Meu limite de pix foi reduzido sem aviso. Tenho pagamento grande pra fazer.;pix;baixa
Descontaram 8773 reais d empréstimo q não contratei. Meu saldo foi comprometido.;conta;alta
Preciso alterar tipo da chave pix. Pode ser outra chave.;pix;baixa
Oi. Quero renegociar empréstimo de 11376 reais. Como faço pelo app. Já tentei resolver sozinho e não consegui. Conto com vocês.;emprestimo;media
Selfie pra verificação não é aceita. Luz tá ok mas não aceita.;cadastro;media
Chamado fechado sem solução real. O problema continua igual. Gostaria de um retorno essa semana.;atendimento;media
Quero mudar minha chave pix de CPF pra email. Pode ser outra chave. Pode ser no prazo normal.;pix;baixa
E aí pessoal. Quero cancelar a conta porque vou mudar de banco. O app não tem essa opção. Quero resolver com calma. Obrigada.;conta;baixa
Tem aplicação de 1865 reais que não fiz. Quero dinheiro de volta na conta corrente. Att.;investimento;alta
Olá, bom dia. Fui enganado e paguei boleto falso de R$ 18.311,79. Preciso de estorno. Obrigado desde já.;seguranca;baixa
Esperei mais d uma hora no telefone. Preciso resolver por outro canal.;atendimento;alta
Token de segurança parou de funcionar. Tá travando tudo. Queria que agilizassem. Grato pela atenção.;seguranca;media
Meus dados pessoais apareceram num vazamento. Tem risco de fraude.;seguranca;media
E aí pessoal. Saque que não fiz de 101 reais no caixa eletrônico. Quero ver câmeras. Tô tendo prejuízo financeiro real.;conta;alta
Apliquei R$1.879,92 em Tesouro Selic e rendimento tá negativo. Disseram que era renda fixa sem risco. Quero resolver antes que vire um problema maior.;investimento;media
Quero portar empréstimo pra banco com taxa menor. Preciso que liberem portabilidade. Não é emergência mas preciso resolver.;emprestimo;media
Débito automático da conta de luz não foi feito. Preciso estorno do duplicado. Já tentei resolver sozinho e não consegui.;conta;media
Recebi notificação de conta aberta que não solicitei. Quero bloquear tudo.;seguranca;alta
Taxa tá em 2.1% e vi que oferecem 1.9% pra novos. Os juros combinados não são esses.;emprestimo;media
Eae. Ouvidoria respondeu com texto genérico. Problema continua igual. Preciso resolver antes do vencimento. Fico no aguardo.;atendimento;media
Como funciona a poupança?. Posso fazer pelo app. Att.;conta;baixa
Outro banco disse que vocês não responderam. Quero comparar condições antes de decidir. O que eu faço?;emprestimo;media
Boa noite. Preciso informe de anos anteriores. No app só tem do ano passado. Grato.;investimento;baixa
Olá, bom dia. Meus pontos zeraram sem eu resgatar. Quero entender as regras do programa. Quando puderem me responder.;cartao;baixa
Esqueci minha senha e quero redefinir. Qual o processo.;seguranca;baixa
Olá, bom dia. Mandei pro canal errado e pedem de novo. Enviei em alta resolução e recusam.;atendimento;media
E aí. Minha senha parou de funcionar. A verificação vai pro celular antigo que não tenho. Já faz um tempo e não resolveram. Obrigada.;conta;media
Recebi SMS dizendo que minha conta foi acessada de outro dispositivo. Não fui eu.;seguranca;alta
Quero ativar notificação pra cada transação. Pra monitorar melhor.;seguranca;baixa
Olá. Valor total ficou muito maior por taxas escondidas. Quero rever contrato e contestar. Quero resolver antes q vire um problema maior. Espero q resolvam.;emprestimo;media
Me mandaram link suspeito pelo WhatsApp dizendo ser do banco. Não cliquei no link.;seguranca;media
Olá. Estão descontando R$ 9063 do meu salário sem eu ter empréstimo. Nunca autorizei consignado. Obrigado desde já.;emprestimo;alta
Cheque especial ativado sem pedir. Nunca pedi esse serviço. Espero uma solução.;conta;alta
Apareceram compras no cartão que não reconheço. Foram várias em poucos minutos totalizando R$ 15546. Tô completamente bloqueado financeiramente.;cartao;alta
Alô. A portabilidade da chave pix tá travada há semana passada. As pessoas tentam me pagar e não vai. Valeu pela ajuda.;pix;baixa
Apareceu saque de R$1.736,57 que não reconheço. Preciso de estorno e investigação.;conta;alta
Chat funciona no fim de semana?. Liguei à noite e não atenderam.;atendimento;baixa
Fiz depósito de R$137,66 faz mais de uma semana e não apareceu. O dinheiro sumiu sem transação correspondente. Meu cartão tá sendo usado por terceiros agora. Obrigado.;conta;alta
Parcela de empréstimo inexistente sendo descontada da folha. Meu salário veio a menos. Minha conta ficou bloqueada por causa disso.;emprestimo;alta
Olá, bom dia. Sistema do banco tá instável. Preciso fazer operações.;atendimento;media
E aí pessoal. Resgate de R$3.847,83 que não solicitei. Minha carteira tá zerada. Obrigado.;investimento;baixa
Quero ativar autenticação em duas etapas. Como configuro.;seguranca;baixa
Recebi notificação de conta aberta que não solicitei. Quero bloquear tudo. Minha renda tá comprometida por essa cobrança.;seguranca;alta
Olá, bom dia. Protocolo 928751741 aparece inexistente. Preciso pra reclamação. Não é nada urgente. Grato.;atendimento;baixa
Eae. Não entendo as taxas do fundo multimercado. Veio cobrança de 2078 reais não prevista. Só pra eu saber. Grato.;investimento;baixa
E aí. App dá erro quando tento mudar cadastro. Preciso atualizar pra receber cartão. Quero resolver logo pra não dar problema.;cadastro;media
Preciso aumentar meu limite de pix. Preciso fazer transferência urgente de R$ 12036.;pix;baixa
Recebi pix de 2495 reais mas não apareceu no saldo. O pagador confirmou e tem comprovante. Tô sem acesso ao meu dinheiro.;pix;alta
Boa tarde. Ligações suspeitas com info da minha conta. Estão usando meus dados pra golpe. Fizeram transações na minha conta sem eu autorizar.;atendimento;alta
Chamado 697676048 aberto essa semana sem retorno. Já passou do prazo e nada.;atendimento;media
Oi. Meu CPF aparece irregular e bloquearam funções. Mandei documento atualizado e não aceitaram. Tô sem acesso ao meu dinheiro.;conta;alta
Boa tarde. Quero saber quais dados o banco armazena sobre mim. Quero relatório completo. Valeu.;cadastro;baixa
Boa noite. Quero quitar antecipadamente. Quero a diferença de volta. É mais pra controle mesmo.;emprestimo;baixa
O cartão não passa na AliExpress. Funciona em algumas lojas e em outras não. Grato.;cartao;alta
Qual horário do atendimento por telefone?. Mandei mensagem mês passado e ninguém respondeu. Quando tiver um tempinho.;atendimento;baixa
Meu cadastro tá incompleto e não consigo usar serviços. Preciso usar a conta. Não consigo fazer nenhuma operação financeira.;cadastro;alta
Quero saber os horários de limite reduzido. Vi que mudou e quero confirmar. Agradeço a atenção.;pix;baixa
Fiz pix de R$ 7.670,68 e o app cobrou duas vezes. Agora faltou dinheiro pra pagar outras contas. Tão descontando dinheiro da minha conta sem autorização.;pix;alta
Alô. Documentos enviados e cadastro não atualizou. Preciso q validem. Queria que agilizassem. Grato pela atenção.;cadastro;media
A Casas Bahia fez estorno mas apareceu como nova cobrança. Quero que bloqueiem cobranças dessa loja.;cartao;media
Bloquearam por suspeita de fraude e não desbloqueia. Ninguém explica o motivo do bloqueio. Tô sem conseguir pagar minhas contas por causa disso. Obrigado desde já.;cartao;alta
E aí. Informe tá com valores errados. Não confere com extratos. Grato.;investimento;baixa
OI, BOA NOITE. MEU LIMITE DE PIX FOI REDUZIDO SEM AVISO. ANTES ERA MAIS ALTO E DIMINUÍRAM SEM EXPLICAR. TÔ PERGUNTANDO PRA ME ORGANIZAR.;pix;baixa
Boa tarde. Meu saldo tá R$104,70 a menos do que deveria. O comprovante confirma mas a conta não reflete. Meu cartão também foi afetado. Isso tá gerando juros e multas. Grato pela atenção.;conta;alta
Olá. Produto descontinuado e migraram dinheiro sem autorização. Onde tá meu dinheiro. O atendimento não resolve. Aguardo retorno.;investimento;alta
Oi. Fui pagar no supermercado e não passou. Tenho limite disponível e não entendo o que houve.;cartao;alta
E aí. Preciso do contrato do empréstimo. Quero conferir cláusulas. Queria só uma informação.;emprestimo;baixa
Meu limite de pix noturno tá muito baixo. Antes era mais alto e diminuíram sem explicar.;pix;baixa
Alô. Prazo de 15 dias venceu sem solução. Preciso de data concreta.;atendimento;media
Parcela era R$ 727 mas com taxas fica 2085 reais. Não concordo com taxas não apresentadas.;emprestimo;media
Troquei de celular e preciso configurar o app. Como faço a migração.;seguranca;baixa
Celular foi furtado e precisam bloquear acesso. O ladrão pode acessar minha conta. Tô preocupado com a segurança dos meus dados. Tô completamente bloqueado financeiramente.;seguranca;alta
Quero renegociar empréstimo de R$26.127,10. Aceito prazo maior se parcela diminuir. Se puderem olhar com atenção. Obrigado.;emprestimo;media
Olá, bom dia. Quero comparar CDB com Tesouro Direto. Qual tem liquidez diária. Só pra eu saber. Podem me ajudar?;investimento;baixa
Compraram R$27.380,80 no meu cartão agora e tô recebendo notificações. Preciso bloquear agora.;cartao;alta
